TransactionID,Date,CustomerID,ItemsPurchased,TotalAmount,StoreLocation,PaymentMethod,PurchaseCategory,DiscountApplied,TimeOfDay
2572,2024-06-16,C4137,"Bread, Rice, Butter",196.87,Mall,Mobile Payment,Groceries,True,Morning
2573,2024-03-29,C5134,"Eggs, Chicken, Pasta, Milk",98.05,Suburbs,Cash,Clothing,True,Evening
2574,2024-08-23,C8533,Fruits,131.69,Suburbs,Cash,Books,True,Afternoon
2575,2024-06-16,C4187,"Butter, Bread",72.34,Downtown,Cash,Household,False,Evening
2576,2024-02-10,C4511,"Cheese, Vegetables",32.59,Rural,Debit Card,Clothing,False,Evening
2577,2024-07-12,C5114,"Chicken, Milk, Fruits, Eggs",39.02,Suburbs,Credit Card,Clothing,True,Night
2578,2024-11-18,C1337,"Bread, Cheese, Rice, Butter",46.0,Suburbs,Cash,Household,False,Night
2579,2024-01-21,C9917,"Rice, Chicken, Pasta, Milk",199.2,Rural,Mobile Payment,Groceries,False,Morning
2580,2024-10-09,C1395,"Chicken, Pasta",106.7,Suburbs,Credit Card,Electronics,False,Morning
2581,2024-01-06,C1554,"Chicken, Butter",41.17,Rural,Cash,Electronics,True,Night
2582,2024-10-18,C3490,"Chicken, Fruits, Rice, Bread, Eggs",72.42,Mall,Credit Card,Household,True,Evening
2583,2024-11-16,C1338,"Bread, Cheese, Pasta",110.09,Suburbs,Cash,Books,False,Afternoon
2584,2024-01-27,C1119,"Rice, Vegetables, Bread, Cheese, Fruits",59.97,Rural,Credit Card,Groceries,True,Night
2585,2024-10-23,C3778,Eggs,121.1,Suburbs,Credit Card,Groceries,False,Night
2586,2024-05-24,C9397,"Butter, Cheese, Eggs",47.71,Downtown,Mobile Payment,Books,False,Night
2587,2024-10-05,C4239,"Bread, Rice, Vegetables, Butter",106.98,Rural,Credit Card,Electronics,False,Evening
2588,2024-11-07,C5265,Eggs,162.91,Suburbs,Mobile Payment,Groceries,False,Night
2589,2024-11-04,C1995,"Chicken, Eggs, Cheese",6.37,Downtown,Debit Card,Household,False,Morning
2590,2024-07-05,C2933,"Cheese, Milk, Butter",197.11,Rural,Cash,Clothing,True,Afternoon
2591,2024-11-29,C8899,"Vegetables, Rice, Eggs, Fruits",182.59,Rural,Debit Card,Books,False,Night
2592,2024-04-10,C6402,"Cheese, Rice, Eggs, Milk, Pasta",17.28,Suburbs,Mobile Payment,Books,True,Afternoon
2593,2024-11-10,C1391,"Eggs, Vegetables, Cheese, Butter, Fruits",100.18,Downtown,Credit Card,Household,True,Afternoon
2594,2024-08-16,C1908,"Fruits, Butter, Eggs",112.71,Mall,Credit Card,Clothing,True,Night
2595,2024-01-25,C3407,"Bread, Rice, Eggs, Pasta, Vegetables",60.39,Mall,Credit Card,Clothing,True,Evening
2596,2024-03-22,C6061,Pasta,9.03,Rural,Mobile Payment,Groceries,False,Morning
2597,2024-10-08,C8491,"Eggs, Chicken, Bread, Butter",125.04,Mall,Mobile Payment,Groceries,True,Evening
2598,2024-11-06,C3629,Milk,40.76,Mall,Cash,Household,False,Evening
2599,2024-08-08,C4248,"Vegetables, Chicken, Bread, Milk",122.99,Rural,Debit Card,Clothing,True,Evening
2600,2024-02-06,C2160,"Eggs, Chicken, Rice, Pasta, Milk",188.23,Suburbs,Cash,Household,False,Night
2601,2024-10-05,C1789,"Vegetables, Milk, Cheese",12.56,Downtown,Mobile Payment,Electronics,False,Night
2602,2024-05-07,C1867,"Cheese, Milk, Bread",154.93,Mall,Cash,Electronics,False,Afternoon
2603,2024-07-01,C1275,Eggs,46.09,Downtown,Credit Card,Books,False,Evening
2604,2024-05-02,C2849,Butter,45.96,Downtown,Credit Card,Books,True,Afternoon
2605,2024-06-06,C3105,Bread,81.81,Suburbs,Cash,Electronics,False,Night
2606,2024-08-01,C3234,Vegetables,96.78,Suburbs,Cash,Books,False,Afternoon
2607,2024-06-17,C3303,Rice,110.27,Downtown,Debit Card,Electronics,False,Night
2608,2024-04-21,C2299,"Fruits, Vegetables, Chicken, Pasta",169.84,Rural,Debit Card,Groceries,False,Afternoon
2609,2024-05-03,C8551,Pasta,181.16,Suburbs,Debit Card,Electronics,False,Evening
2610,2024-04-21,C6302,"Eggs, Milk, Cheese, Butter",72.16,Downtown,Debit Card,Electronics,True,Afternoon
2611,2024-12-02,C9622,Chicken,39.78,Suburbs,Debit Card,Clothing,True,Night
2612,2024-02-09,C2538,Pasta,9.66,Downtown,Cash,Electronics,True,Night
2613,2024-06-18,C1170,"Eggs, Butter, Cheese, Chicken, Bread",164.49,Suburbs,Cash,Clothing,False,Evening
2614,2024-11-15,C9757,"Vegetables, Milk, Fruits, Pasta",181.17,Rural,Mobile Payment,Electronics,False,Morning
2615,2024-03-08,C1995,"Fruits, Butter, Rice, Milk",61.42,Rural,Credit Card,Electronics,True,Afternoon
2616,2024-04-01,C2783,"Eggs, Pasta, Cheese, Fruits",112.5,Rural,Mobile Payment,Electronics,False,Morning
2617,2024-03-19,C8059,"Cheese, Milk, Fruits, Chicken",196.35,Downtown,Debit Card,Books,False,Evening
2618,2024-03-26,C6391,"Bread, Rice, Eggs",94.98,Downtown,Credit Card,Electronics,True,Afternoon
2619,2024-09-12,C9043,"Milk, Cheese, Chicken, Butter, Eggs",39.56,Mall,Debit Card,Groceries,True,Night
2620,2024-06-23,C3884,Rice,129.5,Rural,Debit Card,Electronics,False,Afternoon
2621,2024-11-16,C2854,Bread,27.58,Downtown,Debit Card,Electronics,False,Afternoon
2622,2024-10-12,C2354,"Cheese, Butter, Vegetables, Chicken, Rice",171.31,Mall,Mobile Payment,Clothing,False,Evening
2623,2024-01-29,C2157,"Cheese, Chicken",12.79,Suburbs,Mobile Payment,Household,True,Night
2624,2024-01-05,C2153,"Cheese, Rice",106.6,Suburbs,Debit Card,Books,True,Night
2625,2024-07-28,C4434,"Rice, Pasta, Bread",170.16,Mall,Cash,Books,False,Afternoon
2626,2024-08-08,C6065,"Fruits, Bread, Butter",96.4,Suburbs,Credit Card,Books,True,Night
2627,2024-05-20,C6189,"Rice, Fruits",151.62,Rural,Debit Card,Electronics,False,Night
2628,2024-04-02,C3781,"Chicken, Cheese, Milk, Fruits, Butter",64.32,Downtown,Credit Card,Clothing,True,Evening
2629,2024-01-17,C8475,"Bread, Cheese, Chicken",24.87,Mall,Debit Card,Books,True,Night
2630,2024-02-02,C3428,"Cheese, Milk",115.78,Suburbs,Mobile Payment,Groceries,False,Evening
2631,2024-05-28,C7203,Pasta,117.74,Mall,Mobile Payment,Groceries,False,Afternoon
2632,2024-10-24,C3642,"Pasta, Fruits, Milk",20.68,Suburbs,Cash,Groceries,True,Morning
2633,2024-07-10,C6425,"Chicken, Rice",39.9,Rural,Cash,Groceries,False,Night
2634,2024-06-04,C6936,"Vegetables, Eggs",176.67,Suburbs,Credit Card,Household,False,Evening
2635,2024-01-07,C8976,Vegetables,10.2,Rural,Debit Card,Household,False,Morning
2636,2024-03-14,C5142,"Pasta, Chicken, Rice",115.45,Rural,Cash,Books,False,Evening
2637,2024-11-09,C1442,"Cheese, Rice",121.66,Rural,Cash,Electronics,True,Evening
2638,2024-06-10,C8033,Milk,34.02,Mall,Cash,Books,False,Afternoon
2639,2024-10-31,C9268,Butter,99.48,Downtown,Cash,Electronics,True,Evening
2640,2024-04-30,C2583,"Pasta, Butter, Fruits, Rice",121.14,Suburbs,Mobile Payment,Household,False,Evening
2641,2024-07-18,C5367,Bread,133.7,Downtown,Mobile Payment,Groceries,False,Afternoon
2642,2024-10-29,C3497,"Fruits, Vegetables",144.94,Suburbs,Debit Card,Groceries,True,Evening
2643,2024-05-14,C7370,"Eggs, Cheese",94.48,Suburbs,Credit Card,Books,True,Night
2644,2024-10-23,C6626,"Vegetables, Rice, Cheese, Bread",29.82,Rural,Mobile Payment,Clothing,False,Evening
2645,2024-04-22,C1836,Cheese,108.56,Downtown,Debit Card,Groceries,False,Evening
2646,2024-03-14,C9017,"Vegetables, Milk",91.38,Downtown,Debit Card,Groceries,True,Morning
2647,2024-11-15,C9911,"Pasta, Fruits, Eggs, Vegetables, Butter",52.1,Suburbs,Cash,Clothing,True,Night
2648,2024-05-26,C1145,"Vegetables, Butter, Fruits, Chicken, Milk",30.38,Downtown,Mobile Payment,Groceries,True,Afternoon
2649,2024-06-03,C5674,"Rice, Cheese, Pasta, Vegetables",38.99,Suburbs,Debit Card,Books,False,Night
2650,2024-12-01,C1276,"Vegetables, Chicken, Bread, Pasta",199.92,Mall,Cash,Clothing,True,Evening
2651,2024-08-28,C5677,"Chicken, Cheese, Fruits, Butter",154.8,Downtown,Credit Card,Books,True,Evening
2652,2024-08-04,C1867,"Vegetables, Fruits",105.3,Downtown,Cash,Electronics,True,Evening
2653,2024-04-09,C3881,"Milk, Fruits, Pasta",64.8,Suburbs,Credit Card,Books,True,Afternoon
2654,2024-02-07,C4885,Chicken,52.22,Downtown,Mobile Payment,Electronics,False,Afternoon
2655,2024-07-19,C9577,Bread,189.12,Rural,Mobile Payment,Electronics,True,Afternoon
2656,2024-05-21,C1701,"Bread, Fruits, Butter, Cheese, Milk",176.64,Suburbs,Cash,Electronics,True,Afternoon
2657,2024-11-27,C6643,"Butter, Cheese",85.54,Rural,Cash,Electronics,True,Evening
2658,2024-10-24,C6961,"Milk, Eggs, Rice, Vegetables",189.94,Downtown,Credit Card,Groceries,False,Morning
2659,2024-01-09,C7314,"Vegetables, Fruits, Eggs, Pasta",98.82,Mall,Debit Card,Books,True,Morning
2660,2024-06-12,C3288,"Chicken, Butter, Fruits, Pasta",118.76,Mall,Debit Card,Books,False,Afternoon
2661,2024-09-25,C4400,Chicken,126.41,Rural,Cash,Groceries,True,Night
2662,2024-02-09,C6257,"Fruits, Pasta, Rice",135.71,Downtown,Mobile Payment,Household,True,Morning
2663,2024-05-17,C8282,"Cheese, Chicken, Eggs",127.96,Downtown,Cash,Groceries,False,Evening
2664,2024-10-06,C7609,"Butter, Fruits",170.14,Mall,Debit Card,Books,False,Afternoon
2665,2024-03-15,C3168,"Chicken, Milk, Eggs, Vegetables, Rice",54.44,Downtown,Credit Card,Household,True,Morning
2666,2024-06-03,C8729,"Bread, Cheese",70.95,Rural,Credit Card,Groceries,False,Morning
2667,2024-04-20,C1050,"Butter, Pasta, Milk, Bread, Rice",93.29,Mall,Debit Card,Household,False,Afternoon
2668,2024-06-18,C8286,"Chicken, Pasta, Fruits, Vegetables, Bread",24.99,Rural,Mobile Payment,Groceries,False,Morning
2669,2024-01-24,C1758,"Fruits, Pasta, Cheese, Milk, Bread",164.27,Mall,Credit Card,Groceries,True,Night
2670,2024-03-16,C7908,"Bread, Fruits, Chicken, Vegetables, Butter",125.12,Suburbs,Debit Card,Clothing,False,Evening
2671,2024-11-06,C3738,"Cheese, Butter, Rice, Milk",25.63,Rural,Debit Card,Books,False,Night
2672,2024-10-07,C8383,"Pasta, Fruits, Butter, Rice",151.04,Rural,Cash,Clothing,True,Night
2673,2024-03-31,C8127,"Eggs, Fruits, Rice",104.85,Mall,Cash,Clothing,False,Night
2674,2024-08-26,C1015,"Milk, Butter, Vegetables, Cheese, Bread",64.81,Downtown,Debit Card,Books,False,Afternoon
2675,2024-10-26,C2842,"Eggs, Pasta, Cheese, Butter, Bread",38.4,Suburbs,Cash,Clothing,False,Evening
2676,2024-01-31,C5381,"Chicken, Cheese, Milk, Vegetables",59.99,Downtown,Credit Card,Books,True,Morning
2677,2024-05-25,C7562,Fruits,34.37,Mall,Credit Card,Books,False,Afternoon
2678,2024-05-14,C6685,"Eggs, Butter, Vegetables, Fruits",10.75,Suburbs,Debit Card,Electronics,False,Morning
2679,2024-07-15,C3124,"Pasta, Chicken",72.62,Downtown,Cash,Clothing,False,Evening
2680,2024-06-22,C8310,"Bread, Cheese, Milk, Fruits",148.26,Suburbs,Debit Card,Household,False,Afternoon
2681,2024-06-09,C3345,"Vegetables, Eggs, Cheese, Rice, Chicken",109.74,Mall,Debit Card,Household,True,Night
2682,2024-06-19,C6511,"Pasta, Vegetables",115.2,Rural,Mobile Payment,Household,False,Night
2683,2024-04-23,C6552,"Fruits, Milk, Rice, Butter, Chicken",50.81,Mall,Mobile Payment,Household,True,Night
2684,2024-08-14,C6723,"Pasta, Vegetables, Milk",69.39,Mall,Credit Card,Groceries,True,Morning
2685,2024-01-08,C5174,"Butter, Milk, Bread, Chicken, Eggs",169.87,Downtown,Cash,Groceries,False,Afternoon
2686,2024-05-21,C3184,"Bread, Pasta, Fruits",172.3,Mall,Credit Card,Books,True,Evening
2687,2024-11-10,C4803,Rice,137.59,Mall,Mobile Payment,Books,True,Afternoon
2688,2024-07-06,C5494,"Chicken, Pasta, Vegetables, Eggs, Rice",127.3,Downtown,Mobile Payment,Groceries,True,Morning
2689,2024-09-26,C7520,Butter,153.55,Suburbs,Credit Card,Clothing,False,Afternoon
2690,2024-04-13,C2554,"Chicken, Butter, Cheese, Eggs, Vegetables",110.89,Suburbs,Mobile Payment,Books,False,Morning
2691,2024-02-06,C3629,Milk,52.77,Rural,Mobile Payment,Household,False,Morning
2692,2024-09-01,C5332,"Fruits, Pasta",7.42,Suburbs,Credit Card,Groceries,True,Night
2693,2024-07-29,C2485,Milk,23.2,Rural,Cash,Books,True,Night
2694,2024-09-21,C5579,"Pasta, Eggs",79.03,Rural,Cash,Electronics,False,Night
2695,2024-02-24,C5831,"Chicken, Milk, Pasta, Fruits, Rice",56.66,Downtown,Credit Card,Clothing,False,Night
2696,2024-11-12,C9149,Rice,65.05,Rural,Credit Card,Household,False,Evening
2697,2024-09-11,C4915,"Chicken, Rice, Pasta",52.92,Mall,Debit Card,Books,False,Afternoon
2698,2024-04-06,C8248,"Fruits, Chicken",140.01,Suburbs,Debit Card,Groceries,True,Evening
2699,2024-01-14,C1075,"Cheese, Butter, Fruits",88.26,Rural,Mobile Payment,Electronics,True,Morning
2700,2024-03-03,C5351,"Butter, Chicken, Pasta, Cheese, Rice",198.82,Mall,Cash,Books,True,Evening
2701,2024-04-04,C4811,"Rice, Butter, Fruits, Eggs, Chicken",136.27,Suburbs,Cash,Household,False,Afternoon
2702,2024-03-27,C2508,"Bread, Pasta, Milk, Butter, Eggs",186.02,Downtown,Mobile Payment,Groceries,False,Night
2703,2024-07-02,C7426,Butter,180.48,Downtown,Mobile Payment,Electronics,False,Night
2704,2024-03-13,C9358,"Cheese, Rice, Milk, Chicken, Eggs",161.72,Downtown,Cash,Electronics,True,Evening
2705,2024-02-26,C8055,"Fruits, Cheese",11.64,Downtown,Mobile Payment,Household,True,Night
2706,2024-09-06,C1114,"Cheese, Vegetables, Rice",133.26,Downtown,Credit Card,Books,True,Morning
2707,2024-01-03,C6657,"Pasta, Eggs, Cheese, Milk",137.87,Downtown,Mobile Payment,Books,False,Morning
2708,2024-03-27,C8302,"Pasta, Rice, Milk, Cheese, Vegetables",37.44,Downtown,Mobile Payment,Household,True,Night
2709,2024-06-19,C3105,"Fruits, Rice, Eggs",134.05,Downtown,Cash,Groceries,False,Morning
2710,2024-01-11,C5091,Bread,174.81,Suburbs,Debit Card,Household,True,Evening
2711,2024-07-19,C9048,"Eggs, Pasta, Fruits, Rice, Bread",68.71,Downtown,Mobile Payment,Clothing,True,Afternoon
2712,2024-10-12,C3380,"Eggs, Butter, Cheese, Vegetables",67.85,Rural,Cash,Household,False,Night
2713,2024-10-10,C5669,"Bread, Eggs, Butter, Pasta",158.62,Downtown,Credit Card,Clothing,False,Night
2714,2024-03-31,C9913,"Cheese, Pasta, Vegetables",167.12,Downtown,Credit Card,Electronics,False,Evening
2715,2024-04-13,C9009,"Pasta, Chicken, Vegetables, Butter",98.17,Rural,Mobile Payment,Household,True,Morning
2716,2024-04-08,C5895,"Bread, Fruits, Eggs, Rice, Vegetables",135.46,Suburbs,Mobile Payment,Household,False,Evening
2717,2024-10-23,C2713,"Bread, Butter, Chicken, Cheese, Pasta",166.88,Rural,Cash,Clothing,True,Evening
2718,2024-05-29,C8846,"Chicken, Rice, Fruits, Butter, Vegetables",22.32,Mall,Debit Card,Books,False,Evening
2719,2024-06-01,C5086,"Bread, Cheese, Chicken, Pasta, Butter",187.52,Mall,Credit Card,Household,True,Morning
2720,2024-11-23,C5613,"Pasta, Milk, Butter, Chicken, Vegetables",54.02,Rural,Mobile Payment,Clothing,False,Evening
2721,2024-06-14,C1974,"Chicken, Pasta, Rice",188.14,Downtown,Cash,Clothing,False,Night
2722,2024-02-16,C2100,"Fruits, Milk, Cheese",175.45,Mall,Mobile Payment,Groceries,False,Night
2723,2024-02-02,C9066,"Butter, Milk, Eggs, Fruits, Rice",90.47,Rural,Cash,Household,False,Afternoon
2724,2024-01-09,C8764,"Fruits, Rice, Chicken",198.32,Downtown,Mobile Payment,Groceries,False,Evening
2725,2024-04-23,C7635,"Butter, Pasta, Fruits, Rice",136.98,Downtown,Debit Card,Books,False,Morning
2726,2024-11-27,C2622,Pasta,156.91,Mall,Mobile Payment,Books,True,Morning
2727,2024-09-10,C6477,"Cheese, Butter, Milk",95.53,Downtown,Debit Card,Household,True,Evening
2728,2024-10-29,C6143,"Vegetables, Cheese, Milk, Chicken, Eggs",154.32,Suburbs,Mobile Payment,Groceries,True,Morning
2729,2024-11-26,C9217,"Chicken, Eggs, Cheese",49.32,Suburbs,Debit Card,Household,False,Evening
2730,2024-01-16,C8849,"Cheese, Vegetables",163.3,Downtown,Credit Card,Clothing,True,Morning
2731,2024-01-13,C9958,Vegetables,100.25,Rural,Mobile Payment,Clothing,False,Evening
2732,2024-09-23,C9611,"Eggs, Cheese, Pasta, Fruits",134.28,Mall,Debit Card,Household,False,Afternoon
2733,2024-04-19,C7848,"Vegetables, Bread, Milk, Cheese",179.91,Downtown,Cash,Household,True,Morning
2734,2024-04-06,C4036,"Pasta, Fruits, Chicken",121.98,Suburbs,Debit Card,Electronics,False,Evening
2735,2024-08-10,C5085,Chicken,17.79,Rural,Credit Card,Groceries,True,Night
2736,2024-11-09,C6519,"Milk, Fruits, Cheese, Eggs, Bread",40.13,Mall,Mobile Payment,Household,True,Night
2737,2024-10-28,C8420,"Cheese, Bread",110.14,Suburbs,Cash,Clothing,False,Night
2738,2024-07-29,C8490,"Chicken, Butter",104.93,Downtown,Debit Card,Household,False,Evening
2739,2024-11-12,C8960,Vegetables,77.6,Suburbs,Credit Card,Clothing,True,Night
2740,2024-10-09,C6018,"Milk, Butter, Vegetables",18.62,Suburbs,Credit Card,Groceries,False,Evening
2741,2024-07-07,C1523,"Pasta, Cheese",89.56,Suburbs,Debit Card,Clothing,True,Night
2742,2024-04-11,C9426,"Cheese, Bread, Chicken, Pasta, Rice",71.27,Mall,Debit Card,Electronics,False,Evening
2743,2024-07-12,C2396,"Eggs, Bread, Milk, Rice",124.36,Mall,Mobile Payment,Clothing,False,Morning
2744,2024-04-05,C1304,"Pasta, Milk, Vegetables, Bread",25.64,Downtown,Debit Card,Books,True,Night
2745,2024-03-13,C5874,"Bread, Pasta",62.23,Downtown,Mobile Payment,Books,True,Morning
2746,2024-11-30,C3291,"Milk, Fruits, Chicken",147.48,Rural,Mobile Payment,Household,False,Morning
2747,2024-07-18,C9273,"Milk, Fruits, Rice, Cheese",7.55,Mall,Credit Card,Electronics,False,Night
2748,2024-03-12,C7977,"Pasta, Eggs, Butter, Cheese",41.82,Rural,Cash,Household,False,Morning
2749,2024-04-25,C7415,"Cheese, Bread, Rice",111.26,Downtown,Debit Card,Clothing,True,Afternoon
2750,2024-09-07,C9084,"Pasta, Cheese, Fruits, Vegetables",50.7,Rural,Credit Card,Groceries,False,Evening
2751,2024-08-19,C3307,Pasta,105.1,Suburbs,Debit Card,Clothing,False,Evening
2752,2024-10-20,C5535,"Fruits, Pasta, Vegetables, Milk",10.36,Rural,Credit Card,Books,True,Afternoon
2753,2024-08-17,C4029,"Cheese, Fruits, Butter, Pasta",122.82,Downtown,Credit Card,Household,True,Morning
2754,2024-09-06,C5439,"Pasta, Rice, Milk, Vegetables, Eggs",190.29,Mall,Credit Card,Household,False,Morning
2755,2024-05-13,C5757,"Bread, Milk, Eggs",150.03,Suburbs,Debit Card,Household,True,Afternoon
2756,2024-08-27,C2342,"Pasta, Vegetables, Eggs",11.92,Rural,Credit Card,Household,True,Morning
2757,2024-01-21,C1198,"Rice, Milk, Pasta, Bread, Fruits",107.69,Rural,Mobile Payment,Groceries,False,Afternoon
2758,2024-07-25,C6108,"Bread, Eggs, Butter, Rice",49.06,Rural,Mobile Payment,Books,False,Night
2759,2024-06-21,C2344,"Rice, Cheese",120.87,Suburbs,Cash,Electronics,False,Morning
2760,2024-01-01,C1784,"Butter, Vegetables, Rice",8.49,Suburbs,Cash,Books,True,Night
2761,2024-05-13,C5151,"Cheese, Eggs, Butter, Fruits, Vegetables",113.38,Downtown,Debit Card,Household,True,Night
2762,2024-03-22,C3233,"Chicken, Fruits, Milk, Eggs",165.77,Downtown,Debit Card,Clothing,True,Afternoon
2763,2024-11-01,C9556,"Bread, Vegetables, Eggs, Chicken, Cheese",195.02,Mall,Credit Card,Groceries,False,Afternoon
2764,2024-07-24,C9603,"Chicken, Fruits, Milk, Pasta, Cheese",189.07,Downtown,Debit Card,Books,False,Afternoon
2765,2024-01-13,C8206,"Milk, Pasta, Bread, Vegetables",12.93,Mall,Debit Card,Household,True,Morning
2766,2024-08-12,C1359,"Vegetables, Butter, Cheese, Milk",145.27,Downtown,Credit Card,Groceries,False,Night
2767,2024-03-22,C1033,"Fruits, Milk, Eggs",118.78,Rural,Credit Card,Household,True,Night
2768,2024-12-02,C1016,"Pasta, Rice, Fruits",195.88,Downtown,Mobile Payment,Household,True,Night
2769,2024-01-29,C8067,"Pasta, Vegetables",47.25,Mall,Credit Card,Clothing,False,Night
2770,2024-02-11,C8992,Vegetables,181.42,Downtown,Mobile Payment,Groceries,False,Morning
2771,2024-07-11,C7657,Bread,169.61,Rural,Debit Card,Clothing,False,Afternoon
2772,2024-10-31,C3858,"Pasta, Bread, Milk",164.83,Mall,Credit Card,Books,True,Evening
2773,2024-01-16,C5523,"Butter, Eggs, Bread, Pasta, Rice",37.5,Suburbs,Debit Card,Household,True,Evening
2774,2024-10-28,C9902,"Bread, Eggs, Vegetables",180.76,Rural,Cash,Groceries,False,Afternoon
2775,2024-03-17,C9340,"Fruits, Cheese, Chicken, Milk, Pasta",104.93,Downtown,Cash,Electronics,False,Morning
2776,2024-02-16,C8294,"Milk, Rice",16.89,Suburbs,Debit Card,Electronics,True,Night
2777,2024-08-26,C6072,Chicken,33.41,Mall,Cash,Books,False,Evening
2778,2024-08-19,C5098,"Chicken, Milk, Bread, Fruits, Vegetables",149.9,Suburbs,Cash,Electronics,True,Afternoon
2779,2024-06-02,C3516,"Vegetables, Cheese",91.0,Downtown,Debit Card,Household,False,Afternoon
2780,2024-03-05,C9909,"Pasta, Milk, Chicken, Vegetables",92.42,Suburbs,Mobile Payment,Groceries,False,Evening
2781,2024-09-16,C1393,"Pasta, Vegetables",8.01,Suburbs,Debit Card,Groceries,False,Night
2782,2024-04-29,C3173,"Fruits, Bread, Vegetables, Milk",22.7,Downtown,Mobile Payment,Clothing,False,Morning
2783,2024-03-04,C8920,Eggs,155.36,Downtown,Mobile Payment,Books,True,Evening
2784,2024-10-27,C1938,"Cheese, Chicken, Bread",65.41,Mall,Mobile Payment,Groceries,True,Morning
2785,2024-10-31,C4655,"Butter, Pasta, Chicken, Fruits, Eggs",66.24,Rural,Cash,Books,False,Evening
2786,2024-06-21,C7106,"Vegetables, Milk",29.09,Rural,Credit Card,Household,False,Morning
2787,2024-03-28,C4323,"Vegetables, Rice, Bread, Eggs, Pasta",182.43,Mall,Credit Card,Groceries,True,Evening
2788,2024-06-25,C5275,Bread,52.35,Suburbs,Cash,Electronics,True,Evening
2789,2024-05-26,C6386,"Chicken, Cheese, Vegetables",52.52,Suburbs,Credit Card,Clothing,False,Morning
2790,2024-09-22,C8077,"Cheese, Bread, Rice",77.19,Downtown,Debit Card,Household,False,Night
2791,2024-08-15,C3248,"Fruits, Rice",193.16,Rural,Credit Card,Clothing,False,Night
2792,2024-06-16,C8446,"Cheese, Vegetables",172.0,Suburbs,Cash,Electronics,True,Afternoon
2793,2024-04-12,C4289,"Cheese, Chicken, Pasta, Eggs, Milk",142.16,Mall,Debit Card,Books,False,Afternoon
2794,2024-03-05,C8727,"Bread, Vegetables",41.85,Suburbs,Debit Card,Groceries,True,Morning
2795,2024-04-02,C8319,Eggs,76.92,Downtown,Credit Card,Electronics,False,Night
2796,2024-03-06,C8249,"Butter, Fruits, Cheese",74.17,Mall,Debit Card,Groceries,False,Morning
2797,2024-07-03,C2745,"Milk, Butter",116.38,Mall,Cash,Clothing,True,Afternoon
2798,2024-10-20,C2848,"Rice, Cheese, Fruits, Eggs, Bread",173.25,Suburbs,Credit Card,Electronics,False,Afternoon
2799,2024-09-23,C4053,Fruits,193.95,Downtown,Cash,Household,False,Night
2800,2024-07-03,C3929,Eggs,5.01,Rural,Mobile Payment,Books,False,Afternoon
2801,2024-01-28,C1416,"Chicken, Eggs, Milk, Bread, Cheese",66.48,Suburbs,Debit Card,Clothing,True,Evening
2802,2024-03-23,C8541,"Butter, Fruits",21.64,Suburbs,Cash,Household,False,Night
2803,2024-02-22,C3440,Bread,50.28,Mall,Credit Card,Electronics,True,Morning
2804,2024-10-27,C7750,"Butter, Eggs",183.8,Downtown,Mobile Payment,Electronics,False,Night
2805,2024-01-25,C5507,"Pasta, Chicken",153.67,Suburbs,Debit Card,Books,True,Afternoon
2806,2024-04-03,C1629,"Rice, Eggs, Vegetables, Pasta, Chicken",85.98,Mall,Credit Card,Clothing,False,Night
2807,2024-02-26,C8024,"Eggs, Pasta, Rice, Vegetables",139.53,Suburbs,Credit Card,Clothing,True,Night
2808,2024-10-13,C2561,"Bread, Pasta, Vegetables",125.0,Rural,Debit Card,Household,True,Evening
2809,2024-05-29,C4550,"Vegetables, Butter, Eggs, Cheese, Chicken",28.32,Suburbs,Debit Card,Books,False,Morning
2810,2024-07-26,C6433,"Cheese, Butter, Chicken",48.55,Downtown,Credit Card,Clothing,False,Evening
2811,2024-04-26,C9018,"Cheese, Milk, Fruits",193.51,Rural,Credit Card,Household,True,Afternoon
2812,2024-07-09,C9341,"Vegetables, Eggs, Fruits",83.43,Rural,Debit Card,Electronics,True,Evening
2813,2024-01-20,C2991,"Chicken, Bread, Vegetables, Fruits, Cheese",158.4,Mall,Mobile Payment,Electronics,True,Night
2814,2024-07-11,C5379,"Milk, Chicken, Fruits, Vegetables",180.93,Downtown,Credit Card,Electronics,True,Afternoon
2815,2024-09-04,C6417,Eggs,70.05,Rural,Cash,Electronics,True,Morning
2816,2024-05-30,C6930,"Cheese, Bread, Chicken, Eggs, Pasta",89.64,Mall,Credit Card,Household,True,Night
2817,2024-01-03,C3119,"Pasta, Cheese, Milk, Vegetables, Rice",35.61,Rural,Mobile Payment,Household,True,Afternoon
2818,2024-07-11,C1212,"Milk, Eggs",116.78,Suburbs,Cash,Household,False,Afternoon
2819,2024-01-26,C4296,"Rice, Fruits, Pasta, Vegetables",123.46,Mall,Credit Card,Clothing,True,Morning
2820,2024-06-07,C6113,"Vegetables, Butter, Chicken, Rice",75.67,Rural,Mobile Payment,Groceries,True,Evening
2821,2024-11-11,C7864,"Vegetables, Pasta",122.9,Suburbs,Debit Card,Books,True,Night
2822,2024-05-13,C2935,Fruits,128.44,Downtown,Credit Card,Books,True,Night
2823,2024-07-04,C7743,"Bread, Fruits, Rice",131.24,Mall,Cash,Electronics,True,Night
2824,2024-04-05,C4110,Vegetables,18.25,Downtown,Debit Card,Household,False,Night
2825,2024-07-07,C5375,Pasta,91.69,Downtown,Cash,Groceries,False,Morning
2826,2024-11-04,C9286,"Vegetables, Pasta, Rice, Eggs, Cheese",22.86,Mall,Credit Card,Groceries,False,Morning
