Document ID,Clause ID,Clause Text,Clause Type,Risk Level,Sentiment Label,Sentiment Score
DOC044,CL0595,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Collaborative,0.46
DOC031,CL0521,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Collaborative,0.67
DOC024,CL0006,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Neutral,0.42
DOC012,CL0319,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Aggressive,-0.77
DOC047,CL0586,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Neutral,0.19
DOC048,CL0668,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,0.03
DOC005,CL0923,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Collaborative,-0.8
DOC050,CL0444,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,0.39
DOC002,CL0177,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,-0.56
DOC012,CL0900,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Aggressive,-0.66
DOC011,CL0377,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Collaborative,0.06
DOC035,CL0049,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,0.21
DOC020,CL0574,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Collaborative,0.27
DOC012,CL0504,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,0.97
DOC022,CL0323,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,Medium,Collaborative,0.8
DOC028,CL0440,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,0.94
DOC011,CL0898,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,0.11
DOC025,CL0607,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,-0.76
DOC002,CL0091,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,High,Collaborative,0.99
DOC044,CL0457,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,-0.45
DOC048,CL0645,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Neutral,0.81
DOC008,CL0638,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Neutral,-0.22
DOC019,CL0956,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,-0.41
DOC022,CL0376,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,-0.57
DOC035,CL0207,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Low,Collaborative,-0.38
DOC026,CL0946,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,0.75
DOC048,CL0329,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Neutral,-0.05
DOC034,CL0222,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.96
DOC032,CL0617,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Neutral,-0.89
DOC037,CL0721,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,High,Collaborative,0.34
DOC020,CL0691,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,0.15
DOC002,CL0453,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Neutral,-0.29
DOC020,CL0718,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Neutral,0.56
DOC035,CL0160,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Neutral,-0.86
DOC043,CL0367,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,-0.76
DOC050,CL0096,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,0.21
DOC017,CL0478,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,-0.55
DOC037,CL0151,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Collaborative,0.21
DOC030,CL0084,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,-0.39
DOC036,CL0168,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,0.85
DOC008,CL0452,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,0.42
DOC010,CL0569,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,-0.61
DOC048,CL0907,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Collaborative,0.14
DOC025,CL0259,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Aggressive,0.7
DOC049,CL0461,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,-0.48
DOC031,CL0407,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Aggressive,-0.57
DOC045,CL0647,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Neutral,0.14
DOC046,CL0490,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,0.36
DOC039,CL0178,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,-0.79
DOC047,CL0691,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,-0.6
DOC001,CL0653,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,0.14
DOC032,CL0962,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,High,Aggressive,0.91
DOC021,CL0358,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,0.99
DOC028,CL0354,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Collaborative,0.53
DOC031,CL0128,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Collaborative,0.61
DOC003,CL0795,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Neutral,-0.64
DOC009,CL0195,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,-0.56
DOC016,CL0831,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Aggressive,-0.28
DOC043,CL0327,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Neutral,0.35
DOC023,CL0552,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Neutral,-0.23
DOC042,CL0563,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Aggressive,-0.12
DOC018,CL0977,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Aggressive,0.87
DOC041,CL0293,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Neutral,0.8
DOC031,CL0930,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Low,Neutral,-0.34
DOC037,CL0088,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Aggressive,0.64
DOC005,CL0867,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,-0.86
DOC011,CL0578,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Neutral,0.99
DOC023,CL0666,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Neutral,-0.67
DOC017,CL0819,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,0.99
DOC005,CL0730,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,0.29
DOC009,CL0258,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Aggressive,-0.45
DOC028,CL0746,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,-0.36
DOC022,CL0651,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,-0.15
DOC038,CL0095,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,0.19
DOC014,CL0464,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,-0.78
DOC022,CL0456,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Low,Aggressive,-0.59
DOC025,CL0898,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,-0.87
DOC022,CL0916,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,-0.93
DOC028,CL0608,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,-0.93
DOC046,CL0194,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Aggressive,-0.7
DOC039,CL0209,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,-0.92
DOC011,CL0490,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Aggressive,-0.2
DOC014,CL0202,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,-0.28
DOC020,CL0911,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,0.01
DOC007,CL0947,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Aggressive,0.04
DOC007,CL0147,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,Medium,Aggressive,-0.37
DOC043,CL0458,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Neutral,0.6
DOC015,CL0497,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,-0.15
DOC012,CL0754,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,-0.84
DOC032,CL0085,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Aggressive,0.79
DOC045,CL0714,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,-0.68
DOC005,CL0039,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Neutral,-0.08
DOC037,CL0135,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Collaborative,-0.95
DOC005,CL0295,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,0.73
DOC044,CL0004,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,-0.65
DOC040,CL0520,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.63
DOC034,CL0459,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,-0.94
DOC024,CL0154,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,0.18
DOC046,CL0119,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Neutral,0.42
DOC042,CL0455,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,0.04
DOC023,CL0515,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,0.54
DOC019,CL0048,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,-0.55
DOC015,CL0601,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Aggressive,0.8
DOC038,CL0661,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Aggressive,0.38
DOC009,CL0334,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,0.07
DOC017,CL0881,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Aggressive,1.0
DOC024,CL0368,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Neutral,0.6
DOC002,CL0783,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,0.66
DOC001,CL0781,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,-0.91
DOC004,CL0935,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Aggressive,0.28
DOC042,CL0619,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Neutral,1.0
DOC033,CL0542,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Collaborative,-0.14
DOC045,CL0319,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Neutral,0.47
DOC004,CL0423,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,0.2
DOC010,CL0435,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Neutral,-0.15
DOC042,CL0222,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,0.64
DOC025,CL0978,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,-0.26
DOC012,CL0489,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,0.16
DOC044,CL0564,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Neutral,0.59
DOC003,CL0993,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Neutral,0.76
DOC014,CL0064,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.88
DOC026,CL0295,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,0.76
DOC050,CL0580,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,0.36
DOC043,CL0466,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Collaborative,-0.04
DOC008,CL0356,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,0.31
DOC021,CL0003,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Neutral,0.89
DOC049,CL0616,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,-0.72
DOC037,CL0630,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Medium,Neutral,0.1
DOC010,CL0982,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Neutral,0.9
DOC002,CL0040,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,-0.12
DOC034,CL0328,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Aggressive,0.42
DOC003,CL0223,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Neutral,-0.17
DOC013,CL0943,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Neutral,-0.45
DOC012,CL0946,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,-0.53
DOC038,CL0692,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,-0.27
DOC020,CL0650,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.14
DOC046,CL0520,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,-0.48
DOC013,CL0655,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,-0.74
DOC005,CL0078,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Neutral,-0.11
DOC002,CL0288,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Collaborative,0.97
DOC026,CL0707,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Collaborative,-0.83
DOC015,CL0279,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Low,Neutral,-0.39
DOC021,CL0537,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.49
DOC008,CL0988,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,0.79
DOC036,CL0341,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Neutral,0.98
DOC030,CL0524,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,-0.94
DOC018,CL0925,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,-0.45
DOC050,CL0693,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Aggressive,0.48
DOC041,CL0117,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,0.63
DOC050,CL0369,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Aggressive,0.56
DOC006,CL0687,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Aggressive,-0.51
DOC050,CL0410,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Collaborative,-0.67
DOC029,CL0126,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Aggressive,0.04
DOC030,CL0900,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,High,Aggressive,0.42
DOC009,CL0751,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,-0.1
DOC025,CL0991,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,0.81
DOC022,CL0267,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,0.28
DOC023,CL0798,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,0.53
DOC043,CL0138,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Neutral,0.35
DOC048,CL0085,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Neutral,0.62
DOC037,CL0072,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,-0.26
DOC021,CL0798,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Collaborative,0.64
DOC047,CL0062,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Medium,Collaborative,0.68
DOC044,CL0303,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,Low,Neutral,-0.24
DOC013,CL0740,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Collaborative,-0.84
DOC022,CL0405,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Aggressive,0.52
DOC018,CL0289,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Aggressive,-0.05
DOC029,CL0614,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,-0.3
DOC020,CL0955,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.68
DOC020,CL0154,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Neutral,-0.56
DOC008,CL0962,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Neutral,-0.95
DOC014,CL0070,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Collaborative,-0.13
DOC024,CL0553,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Collaborative,0.91
DOC035,CL0577,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Neutral,0.53
DOC040,CL0065,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Neutral,0.47
DOC009,CL0356,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Collaborative,0.21
DOC048,CL0529,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Collaborative,-0.63
DOC043,CL0399,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,0.74
DOC019,CL0310,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,-0.11
DOC044,CL0329,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Aggressive,0.99
DOC028,CL0383,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Collaborative,0.89
DOC012,CL0640,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,0.94
DOC038,CL0308,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Collaborative,-0.46
DOC040,CL0134,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,-0.14
DOC036,CL0005,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,0.29
DOC001,CL0150,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Aggressive,0.12
DOC003,CL0727,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Neutral,0.71
DOC049,CL0679,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,0.22
DOC029,CL0288,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Collaborative,-0.58
DOC013,CL0006,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Low,Aggressive,0.15
DOC034,CL0101,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Aggressive,0.54
DOC004,CL0102,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Neutral,0.1
DOC008,CL0654,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,High,Collaborative,-0.52
DOC023,CL0955,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Aggressive,0.06
DOC044,CL0937,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,0.48
DOC033,CL0095,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Collaborative,-0.35
DOC033,CL0008,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,0.1
DOC011,CL0721,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,0.12
DOC038,CL0783,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Collaborative,-0.55
DOC005,CL0766,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Collaborative,-0.12
DOC026,CL0745,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,-0.88
DOC032,CL0187,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Aggressive,-0.21
DOC032,CL0840,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Neutral,-0.93
DOC023,CL0554,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Aggressive,0.89
DOC030,CL0069,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,0.61
DOC007,CL0092,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,-0.34
DOC032,CL0390,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Neutral,-0.68
DOC049,CL0572,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,0.06
DOC038,CL0476,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,0.45
DOC046,CL0309,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,0.38
DOC002,CL0493,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,Low,Neutral,-0.6
DOC044,CL0128,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Neutral,0.14
DOC017,CL0024,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Collaborative,0.0
DOC019,CL0707,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Low,Neutral,-0.75
DOC017,CL0986,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Collaborative,-0.74
DOC039,CL0310,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,0.01
DOC029,CL0604,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Aggressive,0.57
DOC031,CL0952,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Aggressive,-0.96
DOC004,CL0857,The liability of the service provider is limited to the amount paid under this agreement.,Liability,Medium,Collaborative,-0.83
DOC003,CL0291,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,0.74
DOC022,CL0461,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Collaborative,-0.61
DOC036,CL0188,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,-0.83
DOC012,CL0639,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Aggressive,0.65
DOC018,CL0509,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,-0.91
DOC027,CL0712,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,High,Neutral,-0.41
DOC016,CL0924,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Collaborative,-0.04
DOC015,CL0980,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,-0.62
DOC035,CL0295,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,-0.13
DOC021,CL0952,Either party may terminate this agreement by providing 60 days written notice.,Termination,Medium,Aggressive,-0.87
DOC048,CL0933,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,-0.86
DOC026,CL0914,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,High,Collaborative,0.2
DOC001,CL0573,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Collaborative,0.34
DOC011,CL0317,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,0.82
DOC032,CL0146,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Aggressive,0.02
DOC008,CL0609,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,-0.33
DOC009,CL0114,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,-0.66
DOC023,CL0895,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Collaborative,-1.0
DOC032,CL0181,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,High,Neutral,0.29
DOC036,CL0875,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Neutral,-0.08
DOC038,CL0544,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,High,Aggressive,-0.63
DOC004,CL0807,Either party may terminate this agreement by providing 60 days written notice.,Termination,High,Collaborative,0.48
DOC018,CL0355,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Aggressive,-0.08
DOC008,CL0879,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Neutral,-0.98
DOC015,CL0383,The payment shall be made within 30 days from the date of invoice.,Payment Terms,High,Aggressive,-0.09
DOC026,CL0689,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Aggressive,0.65
DOC019,CL0601,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Neutral,-0.27
DOC048,CL0955,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Low,Collaborative,0.07
DOC044,CL0294,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Neutral,0.55
DOC048,CL0731,This agreement shall be governed by and construed in accordance with the laws of USA.,Governing Law,High,Aggressive,0.03
DOC017,CL0554,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Neutral,-0.69
DOC012,CL0622,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Collaborative,0.66
DOC048,CL0971,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Collaborative,0.1
DOC015,CL0262,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,0.4
DOC002,CL0849,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Low,Collaborative,0.46
DOC032,CL0021,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Neutral,0.35
DOC046,CL0583,Neither party shall be liable for delays caused by force majeure events.,Force Majeure,Medium,Neutral,-0.49
DOC001,CL0460,This agreement shall be governed by and construed in accordance with the laws of Spain.,Governing Law,Low,Collaborative,0.79
DOC045,CL0245,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Low,Neutral,-0.14
DOC013,CL0765,The payment shall be made within 30 days from the date of invoice.,Payment Terms,Medium,Aggressive,-0.81
DOC010,CL0574,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,High,Aggressive,0.77
DOC019,CL0636,The parties agree to maintain strict confidentiality of all disclosed information.,Confidentiality,Medium,Neutral,-0.17
DOC008,CL0064,Either party may terminate this agreement by providing 60 days written notice.,Termination,Low,Aggressive,0.23
DOC002,CL0328,This agreement shall be governed by and construed in accordance with the laws of India.,Governing Law,Low,Aggressive,0.17
DOC050,CL0914,This agreement shall be governed by and construed in accordance with the laws of France.,Governing Law,Medium,Aggressive,0.2
DOC007,CL0132,The liability of the service provider is limited to the amount paid under this agreement.,Liability,High,Neutral,0.44
